,CO(GT),NMHC(GT),C6H6(GT),NOx(GT),NO2(GT)
1h,0.6885292785505919,216.46837448917222,3.03022277115099,97.67203696320776,26.698944474961777
6h,1.1030115335373403,232.24123698174384,5.33885786342553,166.03892830573332,35.71694789965664
12h,1.3106799153652415,238.57569321323146,6.0484396484639875,182.40371372516225,39.795098576154906
24h,1.2423915221012585,224.1000321433754,5.896482693523583,183.69896058067692,40.618526042496626
